occ_code,entry_rate_baseline,entry_rate_recent,exit_rate_baseline,exit_rate_recent,entry_sample_n_baseline,entry_sample_n_recent,young_employment_baseline,young_employment_recent,median_weekly_wage_baseline,median_weekly_wage_recent,wage_sample_n_baseline,wage_sample_n_recent,title,soc_major_label,ai_exposure,automation_exposure,augmentation_exposure,theoretical_exposure,entry_rate_change_pp,exit_rate_change_pp,wage_growth,young_employment_growth,employment_wage_interaction,joint_pattern
43-6014,0.14609343411811854,0.159480209683629,0.14314672504710213,0.1425525099132542,2345.0,823.0,259589.95786969695,210663.42869416665,681.8547008547008,816.8770764119602,936.0,301.0,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Office & Administrative Support,0.4528,0.1999255422764531,0.2528744577235468,0.903846153846154,1.3386775565510463,-0.05942151338479418,0.1980222111661174,-0.18847620137944365,-0.03732247414934786,fewer entrants + higher wages
43-9061,0.21411512869737895,0.1881824412890839,0.19441624743628944,0.1964338073952034,2228.0,1014.0,270154.6249914773,281240.12239416665,585.7620650953984,714.4328358208955,891.0,402.0,"Office Clerks, General",Office & Administrative Support,0.4504,0.1483314789218326,0.3020685210781673,0.7878787878787878,-2.5932687408295045,0.2017559958913978,0.21966388469444764,0.04103389828339643,0.009013665501087686,more entrants + higher wages
41-3031,0.127574138204278,0.09583352924480473,0.14740528111194298,0.0743807680365454,323.0,157.0,41541.70860075758,48181.66406833334,1457.117117117117,1398.2142857142858,111.0,56.0,"Securities, Commodities, and Financial Services Sales Agents",Sales & Related,0.4413,0.1771254239699388,0.2641745760300611,1.0,-3.1740608959473255,-7.302451307539758,-0.040424225829814975,0.1598382852133018,-0.006461338937712887,more entrants + lower wages
43-4171,0.14532570284764743,0.14751203490736284,0.15377476400438642,0.13246839417860762,3261.0,1488.0,377401.46359469695,409047.6206875,567.6622361219703,652.1833616298811,1279.0,589.0,Receptionists and Information Clerks,Office & Administrative Support,0.4338,0.172939733703869,0.2608602662961309,0.8666666666666667,0.21863320597154123,-2.13063698257788,0.1488933385552007,0.08385276726639512,0.01248511846538582,more entrants + higher wages
27-3091,0.2587907204234868,0.25634111637210694,0.22767342666690799,0.14268203745009594,92.0,34.0,13337.986060454547,10542.331748571429,600.0,,14.0,,Interpreters and Translators,"Arts, Design, Entertainment, Sports, & Media",0.4304,0.2664744807369678,0.1639255192630322,0.88,-0.2449604051379839,-8.499138921681205,,-0.2096009321955945,,insufficient data
15-2031,0.1279203439934196,0.1432919549316606,0.11295145478574656,0.04840800214075496,261.0,111.0,24985.023637310605,24270.147623333334,1178.9454545454546,1353.6363636363637,110.0,44.0,Operations Research Analysts,Computer & Mathematical,0.4288,0.1659894938803219,0.2628105061196781,1.0,1.537161093824102,-6.454345264499159,0.14817556522007336,-0.028612180814979626,-0.0042396260644385455,fewer entrants + higher wages
25-3041,0.22056530470994085,0.2361761413878782,0.2613835600504843,0.23809916021115352,547.0,256.0,66984.24066193182,68351.036915,268.3298969072165,242.23655913978496,194.0,93.0,Tutors,Educational Instruction & Library,0.4077,0.1640752427519089,0.243624757248091,0.9142857142857144,1.5610836677937363,-2.3284399839330785,-0.09724349790382891,0.02040474355701627,-0.001984228637314878,more entrants + lower wages
41-3041,0.19179003309043338,0.2943328214198985,0.1910280687633193,0.12950089535783374,45.0,20.0,7964.845653174602,9515.86665,,,,,Travel Agents,Sales & Related,0.4054,0.2036231354923714,0.2017768645076285,1.0,10.254278832946515,-6.152717340548556,,0.19473334002488762,,insufficient data
43-4161,0.1744771866899511,0.18992261356331436,0.15542525176239308,0.10948309971331259,97.0,57.0,13062.565554545454,21183.793733333332,1000.0,980.24,26.0,25.0,"Human Resources Assistants, Except Payroll and Timekeeping",Office & Administrative Support,0.4046,0.1618271048754951,0.2427728951245048,0.9655172413793104,1.5445426873363255,-4.594215204908049,-0.01976,0.6217176974060727,-0.012285141700743997,more entrants + lower wages
11-3031,0.13106114338011984,0.08960828976041728,0.1114875295619017,0.08563703131208733,1125.0,604.0,129798.99886685607,152741.94348333334,1042.0814479638009,1249.8602620087336,442.0,229.0,Financial Managers,Management,0.3907,0.134715463546678,0.255984536453322,0.9701104613385316,-4.145285361970257,-2.585049824981436,0.19938826706005264,0.176757485163745,0.03524336865669208,more entrants + higher wages
43-2011,0.02081234711146398,0.10715952306467606,0.0,0.0,23.0,9.0,7194.59425,6797.468183333333,,,,,"Switchboard Operators, Including Answering Service",Office & Administrative Support,0.3863,0.1790061216582719,0.207293878341728,0.7419354838709677,8.63471759532121,0.0,,-0.0551978406102146,,insufficient data
43-4111,0.15744420004834234,0.11186891221261186,0.19283917356522348,0.11490076640373188,434.0,164.0,47901.72154223485,44551.49248166667,637.5056179775281,747.6923076923077,178.0,65.0,"Interviewers, Except Eligibility and Loan",Office & Administrative Support,0.3851,0.2224385938707236,0.1626614061292763,0.8275862068965517,-4.557528783573048,-7.79384071614916,0.17284034306135898,-0.06993963792333213,-0.012088391012255959,fewer entrants + higher wages
11-3131,0.09270906660341001,0.08218291083143618,0.11043066208617422,0.19311461388949225,68.0,30.0,10166.09158063492,7700.189288383839,,,,,Training and Development Managers,Management,0.3777,0.193651811211113,0.1840481887888869,0.9090909090909092,-1.0526155771973826,8.268395180331803,,-0.24256148714500114,,insufficient data
27-1024,0.122277577382268,0.12000201250430191,0.08603427857310778,0.11791529142053678,539.0,222.0,69827.32244034091,57720.975509166674,897.7872340425532,1085.0,188.0,74.0,Graphic Designers,"Arts, Design, Entertainment, Sports, & Media",0.3672,0.1733135645613905,0.1938864354386094,1.0,-0.22755648779660825,3.1881012847429,0.20852687458526864,-0.17337549984846778,-0.036153451113059704,fewer entrants + higher wages
43-6013,0.09776687628167795,0.14204866519889792,0.06987420030144266,0.22454489684778858,92.0,60.0,16047.616042500002,13090.462063333332,722.3809523809524,857.1428571428571,21.0,21.0,Medical Secretaries and Administrative Assistants,Office & Administrative Support,0.3623,0.2016394895348654,0.1606605104651346,1.0,4.428178891721997,15.46706965463459,0.1865524060646011,-0.18427372460401814,-0.03437670669936527,fewer entrants + higher wages
13-2052,0.14548759744934986,0.10977962491356413,0.11417661065766241,0.15988782760576192,664.0,298.0,77537.38748731061,77114.62349416668,1244.9077490774907,1333.4234234234234,271.0,111.0,Personal Financial Advisors,Business & Financial Operations,0.3504,0.0975798653683619,0.252820134631638,0.9473684210526316,-3.5707972535785726,4.571121694809952,0.07110219565387488,-0.005452388929316432,-0.0003876768244332783,fewer entrants + higher wages
13-2011,0.08417939266276857,0.08753127798010016,0.08007570609148747,0.09905852364439507,2397.0,1074.0,290519.07798484847,285413.6145533334,1152.8275132275132,1406.2886597938145,945.0,388.0,Accountants and Auditors,Business & Financial Operations,0.3478,0.1543751744925376,0.1934248255074623,1.0,0.33518853173315905,1.8982817552907607,0.21986042461521316,-0.017573590921906246,-0.0038637371621043624,fewer entrants + higher wages
27-3092,0.0,0.0,0.3490767694484156,0.0,8.0,7.0,3121.371908333333,5774.198383333333,,,,,Court Reporters and Simultaneous Captioners,"Arts, Design, Entertainment, Sports, & Media",0.3431,0.2771685783256237,0.0659314216743762,1.0,0.0,-34.90767694484156,,0.8498911866021392,,insufficient data
15-1221,0.16161536535827475,0.24248249946068648,0.12327909297793492,0.19639741672674382,119.0,42.0,13255.995572159092,10608.39748,1939.1176470588234,2200.0,34.0,11.0,Computer and Information Research Scientists,Computer & Mathematical,0.3404,0.1014640616616361,0.2389359383383637,0.8846153846153847,8.086713410241172,7.311832374880891,0.1345366297588353,-0.19972834765573633,-0.026870778760903737,fewer entrants + higher wages
15-1244,0.09918225860980671,0.13154358127677732,0.05711779396417778,0.129848317871983,224.0,46.0,27192.141717500002,11762.215777777777,1170.659793814433,1250.0,97.0,10.0,Network and Computer Systems Administrators,Computer & Mathematical,0.3373,0.1383321814619991,0.1989678185380008,0.918918918918919,3.23613226669706,7.2730523907805225,0.06777392253905634,-0.5674406267819652,-0.03845767708503449,fewer entrants + higher wages
41-9031,0.06509961102063244,0.21839284638479176,0.05216668148573633,0.18583530950086202,50.0,27.0,11743.436220535714,8944.272750694445,,,,,Sales Engineers,Sales & Related,0.3224,0.0818962522440302,0.2405037477559698,0.8636363636363636,15.32932353641593,13.36686280151257,,-0.23835983074071454,,insufficient data
41-2031,0.17570227546563624,0.15563561864598918,0.1709207837919147,0.15994288288175518,6730.0,2842.0,794640.2633503788,756126.7422483333,491.04783599088836,585.9032846715329,2634.0,1096.0,Retail Salespersons,Sales & Related,0.3222,0.1020085389731654,0.2201914610268345,0.6052631578947368,-2.006665681964706,-1.0977900910159515,0.19316946685903869,-0.04846661172146505,-0.009362269546699439,fewer entrants + higher wages
11-2021,0.11747796907728764,0.1287380722379821,0.10847229237021039,0.11455732791187383,953.0,416.0,116840.90000662878,116558.48332583331,1133.650429799427,1350.516129032258,349.0,155.0,Marketing Managers,Management,0.3195,0.0539578148644257,0.2655421851355743,0.9375,1.1260103160694452,0.6085035541663439,0.1912985639419731,-0.0024171046335611512,-0.00046238864529773733,fewer entrants + higher wages
41-3021,0.1174467331606182,0.09833055689977942,0.13523602439297722,0.0893478625174434,752.0,357.0,87322.30016628788,100067.52552916667,714.4155844155844,970.9545454545455,308.0,132.0,Insurance Sales Agents,Sales & Related,0.3188,0.07056306158979,0.2482369384102099,1.0,-1.911617626083878,-4.588816187553382,0.3590892564988186,0.1459561342132314,0.05241127971607104,more entrants + higher wages
19-4031,0.1305105924015939,0.1392199581371393,0.11283054098185634,0.1991242517758481,172.0,50.0,20356.47720833333,16072.236668333333,998.6206896551724,1020.0,58.0,12.0,Chemical Technicians,"Life, Physical, & Social Science",0.3148,0.1303102662042212,0.1844897337957787,0.6428571428571428,0.8709365735545399,8.629371079399178,0.02140883977900554,-0.21046080302372538,-0.0045057216116957816,fewer entrants + higher wages
15-1299,0.18365743897515466,0.161011877523808,0.17269134592922328,0.17875162937512262,1383.0,652.0,163013.55249905304,176303.27066583332,975.1760154738878,1101.776,517.0,250.0,"Computer Occupations, All Other",Computer & Mathematical,0.3106,0.120917780921077,0.1896822190789229,0.994949494949495,-2.2645561451346663,0.6060283445899345,0.12982270125315876,0.0815252349454656,0.010583826220918758,more entrants + higher wages
43-3031,0.17593222227631394,0.1339250337751049,0.15293658326666407,0.12717819806582692,1212.0,531.0,140078.33043219696,139826.99566249998,696.5168539325842,800.0,445.0,211.0,"Bookkeeping, Accounting, and Auditing Clerks",Office & Administrative Support,0.3104,0.1724712650325017,0.1379287349674982,1.0,-4.2007188501209045,-2.575838520083715,0.14857235037909344,-0.0017942444696587012,-0.00026657511801188327,fewer entrants + higher wages
43-3011,0.12147455959846495,0.12071385248609494,0.14104122817228892,0.08712060748868711,164.0,56.0,20897.441571969695,16483.26318,646.9433962264151,1109.0,53.0,26.0,Bill and Account Collectors,Office & Administrative Support,0.2989,0.2015932926770856,0.0973067073229143,1.0,-0.07607071123700154,-5.392062068360182,0.7142148856742885,-0.21123056507982063,-0.15086401388939943,fewer entrants + higher wages
23-2011,0.14493267182588135,0.1437701048744931,0.15422980292620733,0.136307359336504,700.0,378.0,82634.40430227273,97246.33011583333,843.8992248062016,998.7058823529412,258.0,136.0,Paralegals and Legal Assistants,Legal,0.2927,0.1980210801293489,0.094678919870651,0.8500000000000001,-0.11625669513882497,-1.7922443589703323,0.18344211369822072,0.1768261771466384,0.03243736769295536,more entrants + higher wages
15-1252,0.06999096642387541,0.060298252545978974,0.06529783804004939,0.053680249933244426,3612.0,1751.0,456911.78465833334,494539.49749333336,1764.453125,1968.2563338301043,1408.0,671.0,Software Developers,Computer & Mathematical,0.288,0.1068071414268004,0.1811928585731995,0.9473684210526316,-0.9692713877896435,-1.1617588106804966,0.11550502869273127,0.08235224850489908,0.009512098826469305,more entrants + higher wages
41-9041,0.2112775978433888,0.2189906295782828,0.21301245404944666,0.2694488544008126,88.0,33.0,12845.890911079545,10309.952301666668,510.6666666666667,,27.0,,Telemarketers,Sales & Related,0.2852,0.0864799999999999,0.19872,1.0,0.7713031734894016,5.643640035136596,,-0.19741243538240205,,insufficient data
13-1151,0.15824492946876015,0.061033695282569654,0.13820383580617215,0.18379992322665398,198.0,87.0,20354.815562083335,23143.407670833334,864.15,1037.837837837838,80.0,37.0,Training and Development Specialists,Business & Financial Operations,0.2793,0.1121537886329015,0.1671462113670984,1.0,-9.72112341861905,4.559608742048182,0.20099269552489485,0.13699913419724363,0.0275358252668808,more entrants + higher wages
15-1211,0.11213605501392779,0.11023749216866394,0.11644618908232379,0.0983764612773257,789.0,428.0,91283.69261231061,116485.77367166665,1345.1242236024846,1446.7484662576687,322.0,163.0,Computer Systems Analysts,Computer & Mathematical,0.2763,0.0908701998302883,0.1854298001697116,0.9407308377896612,-0.18985628452638514,-1.806972780499809,0.07555007996437402,0.276085249600839,0.02085826268432755,more entrants + higher wages
41-1011,0.10243357098364772,0.08032187653755574,0.10101601787690404,0.09620757666306869,4777.0,1904.0,531207.5466424242,488835.90844333335,679.8307063631057,784.4857142857143,1713.0,700.0,First-Line Supervisors of Retail Sales Workers,Sales & Related,0.2627,0.0805357664233576,0.1821642335766423,0.8918918918918919,-2.2111694446091983,-0.4808441213835349,0.1539427491919012,-0.07976475196353483,-0.012279205205876652,fewer entrants + higher wages
15-1255,0.14561382821037722,0.1503004290255825,0.11774851802864625,0.22016186701765358,185.0,55.0,21203.395365340908,13834.442008585858,924.7096774193549,1390.0,62.0,13.0,Web and Digital Interface Designers,Computer & Mathematical,0.249,0.0970096150314402,0.1519903849685597,1.0,0.46866008152052774,10.241334898900734,0.5031744924300565,-0.34753647846421565,-0.17487149115216097,fewer entrants + higher wages
43-4181,0.10834156359922688,0.1474823371213253,0.1308349999803168,0.07180826822487116,215.0,101.0,26265.902639015152,27838.98513611111,698.7142857142857,708.2666666666667,84.0,45.0,Reservation and Transportation Ticket Agents and Travel Clerks,Office & Administrative Support,0.2467,0.0804239859227041,0.1662760140772958,0.7999999999999999,3.9140773522098424,-5.902673175544565,0.013671369181489812,0.059890669615112024,0.0008187874548348308,more entrants + higher wages
27-3043,0.19017262035039684,0.11996132666506626,0.15422012254461134,0.15279536279519168,369.0,134.0,38482.01271382576,32733.016485833337,997.6814159292036,1029.8260869565217,113.0,46.0,Writers and Authors,"Arts, Design, Entertainment, Sports, & Media",0.2462,0.1201427936674285,0.1260572063325714,0.9444444444444444,-7.021129368533058,-0.1424759749419663,0.03221937435546973,-0.1493943747367178,-0.004813393286243641,fewer entrants + higher wages
27-3041,0.14144528354598743,0.10320265231391235,0.08570767048967023,0.15135646369926478,136.0,66.0,16091.023165719696,18628.005536666664,513.6428571428571,884.0,28.0,14.0,Editors,"Arts, Design, Entertainment, Sports, & Media",0.246,0.106605298367656,0.139394701632344,0.9411764705882352,-3.824263123207508,6.564879320959455,0.7210401891252955,0.15766445333021162,0.11368240724755212,more entrants + higher wages
43-3061,0.14742041763127367,0.17690274999485336,0.10021642929705947,0.19238700854219357,42.0,28.0,7250.249378769841,12657.290339583335,,,,,Procurement Clerks,Office & Administrative Support,0.2436,,,0.9714285714285714,2.9482332363579693,9.21705792451341,,0.7457731008048323,,insufficient data
13-1111,0.10068438460575616,0.09065021333732655,0.11047366539219332,0.0742161607076548,1465.0,670.0,161394.09822481062,159091.09712916665,1433.2427536231885,1625.1452282157677,552.0,241.0,Management Analysts,Business & Financial Operations,0.2435,0.101268691588785,0.1422313084112149,0.7142857142857142,-1.0034171268429606,-3.6257504684538517,0.133893908835371,-0.014269425716150086,-0.0019105891859712981,fewer entrants + higher wages
19-3011,0.19151047392383352,0.0564185981558154,0.11622893072763828,0.030823425832688787,53.0,29.0,4755.862647929293,5429.119513636364,,,,,Economists,"Life, Physical, & Social Science",0.2418,0.0656747755761757,0.1761252244238242,1.0,-13.509187576801812,-8.540550489494949,,0.14156356386789404,,insufficient data
43-9022,0.3047727275192056,0.14530792482384422,0.32572660696371947,0.14454538706971173,46.0,32.0,6695.127953263889,11744.78620595238,,,,,Word Processors and Typists,Office & Administrative Support,0.2385,0.1556595085594667,0.0828404914405332,0.7837837837837838,-15.946480269536137,-18.118121989400773,,0.7542287896419919,,insufficient data
43-6011,0.15344757512072232,0.10311251602476898,0.1326722364533459,0.12815397229518227,233.0,80.0,25106.513741666666,22814.359794545457,951.7319587628866,1169.6969696969697,97.0,33.0,Executive Secretaries and Executive Administrative Assistants,Office & Administrative Support,0.2336,0.1170210005319122,0.1165789994680877,0.918918918918919,-5.033505909595334,-0.4518264158163615,0.22901932516525547,-0.0912971817077558,-0.02090881894419994,fewer entrants + higher wages
41-1012,0.116820892467899,0.10798067570345589,0.12892639524448316,0.12722415224156486,1036.0,436.0,121949.37749280303,106850.64713416666,931.3871866295265,997.5342465753424,359.0,146.0,First-Line Supervisors of Non-Retail Sales Workers,Sales & Related,0.2295,0.0,0.2295,0.9629629629629628,-0.8840216764443118,-0.17022430029182967,0.07101993767510018,-0.12381145905830837,-0.008793082105784278,fewer entrants + higher wages
43-5032,0.1246239885217246,0.1189402202645079,0.12309074605415231,0.10338640488858135,292.0,144.0,37219.21119488636,43276.27530666666,699.8518518518518,932.2448979591836,108.0,49.0,"Dispatchers, Except Police, Fire, and Ambulance",Office & Administrative Support,0.2258,,,1.0,-0.5683768257216698,-1.970434116557096,0.33206034318892663,0.16274026013244725,0.05403958663023563,more entrants + higher wages
27-3023,0.08664698451624944,0.09428922055823769,0.09740620337742543,0.044579669178797646,214.0,54.0,21789.53105252525,14823.252966363638,721.566265060241,931.1111111111111,83.0,27.0,"News Analysts, Reporters, and Journalists","Arts, Design, Entertainment, Sports, & Media",0.2098,0.0627268913672629,0.147073108632737,1.0,0.7642236041988243,-5.282653419862779,0.2904027754587113,-0.31970757284169593,-0.09284396648839661,fewer entrants + higher wages
41-2021,0.22208774517250277,0.207585355601136,0.221765315601191,0.17218892402975272,164.0,64.0,18019.67743939394,17823.94062083333,584.169014084507,840.0,71.0,28.0,Counter and Rental Clerks,Sales & Related,0.2048,0.065151663044923,0.1396483369550769,0.8064516129032258,-1.4502389571366763,-4.957639157143828,0.43794001350178413,-0.010862393026675243,-0.0047570765487638415,fewer entrants + higher wages
25-4022,0.13168659937597682,0.05500473975437687,0.1262955458176291,0.07871404340789075,165.0,81.0,16814.727367613636,21718.228779166668,626.7058823529412,620.6666666666666,68.0,33.0,Librarians and Media Collections Specialists,Educational Instruction & Library,0.2032,0.0770286541921571,0.1261713458078429,0.912280701754386,-7.6681859621599955,-4.758150240973837,-0.009636443276390794,0.291619441954053,-0.0028101742106829693,more entrants + lower wages
43-4131,0.0659526164412736,0.04263468974367556,0.09568524051150394,0.04968351215494335,243.0,53.0,32728.80484602273,18042.234913333334,735.9191919191919,950.0,99.0,15.0,Loan Interviewers and Clerks,Office & Administrative Support,0.2022,0.0949102040816326,0.1072897959183673,1.0,-2.3317926697598046,-4.60017283565606,0.2909026023937631,-0.44873529607281515,-0.1305382654135177,fewer entrants + higher wages
11-3061,0.08405201757168627,0.1158875918513455,0.0905371268365983,0.16587954125005966,145.0,85.0,18556.32045625,16247.428823333335,1267.1290322580646,1644.8387096774193,62.0,31.0,Purchasing Managers,Management,0.2004,0.1133492977975528,0.0870507022024472,0.9428571428571428,3.183557427965923,7.534241441346136,0.2980830426923957,-0.1244261564872362,-0.03708932731623554,fewer entrants + higher wages
15-1241,0.09048783848562487,0.13628946644440937,0.07798522098112441,0.06158083100958752,84.0,28.0,12129.223245151516,9794.667775,1350.0,,12.0,,Computer Network Architects,Computer & Mathematical,0.1987,0.0539438110693035,0.1447561889306964,0.915558510638298,4.580162795878449,-1.640438997153689,,-0.19247361706238864,,insufficient data
27-4021,0.20156790742638153,0.13373479483303613,0.15842408044511067,0.14045137671634894,339.0,140.0,38340.822236742424,39509.25718083333,723.8095238095239,800.0,84.0,22.0,Photographers,"Arts, Design, Entertainment, Sports, & Media",0.195,0.0846485673329867,0.1103514326670132,0.7291666666666666,-6.78331125933454,-1.7972703728761723,0.10526315789473673,0.030474957914991885,0.0032078903068412474,more entrants + higher wages
43-3021,0.10741860477534136,0.07574304318383232,0.1344725700363064,0.10043764022062678,576.0,235.0,72502.16115549242,57516.69635166667,688.1361702127659,750.0,235.0,85.0,Billing and Posting Clerks,Office & Administrative Support,0.1924,0.0641572800630613,0.1282427199369386,0.8571428571428571,-3.1675561591509043,-3.403492981567961,0.08990056396556856,-0.20668990503175533,-0.01858153902834461,fewer entrants + higher wages
43-1011,0.114524056141237,0.1142860324308843,0.11599218214406735,0.14330650831147593,1103.0,489.0,126107.2596375,126993.25861166666,830.8909952606635,922.2010582010582,422.0,189.0,First-Line Supervisors of Office and Administrative Support Workers,Office & Administrative Support,0.1856,0.0519222448667575,0.1336777551332424,0.8958333333333333,-0.02380237103526972,2.7314326167408574,0.10989415393983082,0.0070257570952974024,0.0007720896317744714,more entrants + higher wages
13-1199,0.13615545268125143,0.15874098502121614,0.14624125149962883,0.15222925828560263,755.0,412.0,78112.40197878788,103180.55534333334,968.4876325088339,866.3790849673203,283.0,153.0,"Business Operations Specialists, All Other",Business & Financial Operations,0.1846,0.0785499753007353,0.1060500246992646,0.9415292353823088,2.2585532339964716,0.5988006785973804,-0.1054309256144087,0.32092411357869843,-0.0338353263465858,more entrants + lower wages
11-9151,0.10786031164815156,0.1443394492173364,0.11790650930286979,0.11189195518930924,523.0,233.0,51942.5349467803,55546.13514083333,831.989417989418,882.3157894736842,189.0,95.0,Social and Community Service Managers,Management,0.1808,0.0486865754511203,0.1321134245488796,0.7142857142857142,3.6479137569184847,-0.6014554113560555,0.060489196612481644,0.0693766716958506,0.004196539134529898,more entrants + higher wages
43-9081,0.2667785963121309,0.7814088534602387,0.1887842003960464,0.7814470065442846,12.0,4.0,2914.23685,3730.1202125,,,,,Proofreaders and Copy Markers,Office & Administrative Support,0.1781,0.0774635687732342,0.1006364312267657,1.0,51.46302571481078,59.26628061482382,,0.27996467153999527,,insufficient data
41-9091,0.2572920775481883,0.3177390542470853,0.20238550920208623,0.3166645506681834,99.0,76.0,13080.945442727272,27313.49332166667,400.0,480.0,13.0,25.0,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Sales & Related,0.1758,0.0355785714285714,0.1402214285714285,0.3478260869565217,6.044697669889704,11.427904146609716,0.19999999999999996,1.088036636285521,0.21760732725710413,more entrants + higher wages
